#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   22   23 -40.06   -.26   .119   .030  -.007
   22   24 -44.63   -.48   .124   .006  -.015
   22   25 -45.35   -.76   .084   .007  -.010
   22   26 -48.88  -1.32   .071  -.008  -.007
   22   27 -48.85  -2.03   .040  -.018   .000
   22   28 -51.58  -3.04   .011  -.001   .000
   22   29 -49.45  -2.70   .037   .015   .000
   22   30 -49.76  -2.43   .053  -.002  -.002
   22   31 -46.53  -1.95   .043  -.013  0.000
   22   32 -45.65  -1.52   .011  -.001  -.001
   22   33 -41.33   -.83   .083   .024   .003
   22   34 -39.58   -.47   .085   .027  -.002
   22   35 -34.79   -.11   .087   .026  -.006
   22   36 -32.15    .27   .094   .019  -.007
   22   37 -26.57    .69   .114   .023  -.003
   22   38 -23.30    .91   .128   .030  0.000
   22   39 -17.34   1.02   .150   .024   .000
   22   40 -13.53   1.07   .153   .020  -.001
   22   41  -7.02   1.11   .160   .012  -.005
   22   42  -2.61   1.08   .119   .017  0.000
   22   43   4.24    .88   .095   .021  -.006
   22   44   9.06    .64   .094   .018  -.009
   22   45  16.38    .38   .087   .003  -.014
   22   46  21.83    .20   .090  -.002  -.008
   22   47  29.59   -.13   .065  -.015  -.007
   22   48  35.38   -.51   .051  -.019   .001
   22   49  43.35  -1.08   .027  -.011  -.001
   22   50  49.28  -1.82   .006  0.000   .000
   22   51  58.04  -2.04   .024   .007  -.003
   22   52  64.97  -2.23   .027  -.009  -.002
   22   53  74.26  -2.33   .006  0.000  0.000
   22   54  81.89  -2.26   .025   .009  -.005
   22   55  91.76  -2.14   .031   .002  -.004
   22   56  99.89  -1.99   .031  -.007  -.003
   22   57 110.17  -1.82   .020  0.000  -.005
   22   58 118.79  -1.55   .006  0.000   .000
   22   59 130.77   -.02   .021   .026   .010
   22   62 160.56   1.26   .103   .057   .008
   22   63 171.75   1.40   .113   .058   .004
   23   15  35.00   -.22   .080   .019   .000
   23   16  20.84   -.14   .122   .033  -.003
   23   17  10.90   -.09   .126   .010  -.010
   23   18  -1.05   -.16   .102  -.008  -.010
   23   19  -8.98   -.12   .070  -.020  -.002
   23   20 -19.04   -.41   .018  0.000  -.002
   23   21 -24.80   -.02   .112   .027  0.000
   23   22 -32.95   -.26   .119   .029  -.007
   23   23 -37.43   -.65   .127   .027  -.011
   23   24 -42.80   -.84   .128   .002  -.017
   23   25 -44.60   -.99   .104  -.008  -.013
   23   26 -48.25  -1.31   .083  -.021  -.005
   23   27 -49.26  -1.87   .039  -.016   .001
   23   28 -52.32  -2.86   .011  -.001   .000
   23   29 -51.28  -2.48   .036   .014  -.001
   23   30 -51.91  -2.19   .054  -.001  -.006
   23   31 -49.74  -1.67   .038  -.015   .002
   23   32 -49.17  -1.23   .011  -.001  -.001
   23   33 -46.23   -.85   .118   .023  -.003
   23   34 -44.78   -.48   .118   .023  -.005
   23   35 -41.05   -.15   .117   .024  -.008
   23   36 -38.82    .12   .120   .023  -.008
   23   37 -34.43    .34   .126   .026  -.009
   23   38 -31.49    .53   .136   .016  -.007
   23   39 -26.54    .59   .145   .010  -.010
   23   40 -23.05    .58   .144   .011  -.007
   23   41 -17.64    .46   .160   .001  -.013
   23   42 -13.49    .43   .151   .001  -.013
   23   43  -7.44    .33   .133   .007  -.008
   23   44  -2.85    .11   .114   .004  -.014
   23   45   3.57   -.17   .097  -.006  -.018
   23   46   8.75   -.39   .095  -.013  -.010
   23   47  15.68   -.69   .075  -.031  0.000
   23   48  21.30  -1.02   .044  -.019   .000
   23   49  28.34  -1.69   .025  -.011   .000
   23   50  33.94  -2.55   .006  0.000   .000
   23   51  42.18  -2.48   .022  0.000  -.005
   23   52  49.23  -2.36   .032   .001  -.003
   23   53  57.95  -2.24   .047   .004   .000
   23   54  65.42  -2.14   .054  -.002  -.003
   23   55  74.67  -1.89   .041  -.011   .001
   23   56  82.62  -1.72   .031  -.007  -.002
   23   57  92.18  -1.54   .020  0.000  -.006
   23   58 100.64  -1.25   .006  0.000   .000
   23   59 111.89    .27   .028   .025   .009
   23   60 121.15    .99   .108   .034   .000
   23   61 131.44   1.21   .122   .042  0.000
   23   62 140.45   1.34   .130   .043  -.003
   23   63 150.90   1.41   .135   .044  -.004
   23   64 160.11   1.41   .138   .047  -.007
   23   65 170.75   1.38   .138   .043  -.014
   24   16  29.12   -.33   .120   .020  -.002
   24   17  18.56   -.42   .139   .002  -.014
   24   18   5.19   -.53   .111  -.016  -.008
   24   19  -3.16   -.48   .069  -.019  -.003
   24   20 -14.63   -.83   .018  0.000  -.004
   24   21 -20.73   -.37   .065   .019  -.005
   24   22 -30.12   -.54   .120   .007  -.012
   24   23 -35.36   -.86   .133   .011  -.013
   24   24 -43.34  -1.34   .136  -.002  -.018
   24   25 -45.37  -1.36   .125  -.014  -.007
   24   26 -50.09  -1.51   .088  -.028  0.000
   24   27 -51.37  -2.01   .039  -.016   .000
   24   28 -55.60  -2.97   .011  -.001   .000
   24   29 -54.84  -2.55   .036   .014  0.000
   24   30 -56.60  -2.24   .055  0.000  -.006
   24   31 -54.68  -1.68   .038  -.014   .002
   24   32 -55.21  -1.22   .099   .013  -.002
   24   33 -52.62   -.93   .114   .003  -.005
   24   34 -52.37   -.68   .129   .001  -.014
   24   35 -48.91   -.37   .125  -.001  -.012
   24   36 -47.73   -.10   .131  -.003  -.012
   24   37 -43.61    .10   .132  -.001  -.015
   24   38 -41.73    .22   .133  -.002  -.015
   24   39 -37.01    .29   .133  -.003  -.014
   24   40 -34.47    .30   .137  -.007  -.014
   24   41 -29.34    .12   .146  -.017  -.012
   24   42 -26.36   -.15   .147  -.014  -.015
   24   43 -20.64   -.36   .140  -.016  -.018
   24   44 -16.88   -.51   .123  -.010  -.014
   24   45 -10.62   -.75   .106  -.020  -.014
   24   46  -6.29   -.94   .092  -.030  -.005
   24   47    .40  -1.29   .076  -.036   .003
   24   48   5.15  -1.64   .043  -.018   .000
   24   49  11.96  -2.38   .025  -.011   .001
   24   50  16.67  -3.29   .006  0.000   .000
   24   51  24.96  -3.01   .022   .001  -.005
   24   52  31.32  -2.77   .038   .014  -.002
   24   53  39.93  -2.60   .051  0.000  -.011
   24   54  46.71  -2.42   .056  -.002  -.007
   24   55  55.89  -2.08   .048  -.009   .000
   24   56  63.18  -1.82   .036  -.014   .001
   24   57  72.62  -1.62   .020  0.000  -.005
   24   58  80.34  -1.34   .006  0.000   .000
   24   59  91.53    .25   .021   .023   .006
   24   60 100.15   1.05   .043   .037   .010
   24   61 110.40   1.36   .139   .024  -.003
   24   62 118.70   1.48   .150   .029  -.005
   24   63 128.99   1.51   .155   .038  -.004
   24   64 137.50   1.49   .156   .035  -.009
   24   65 147.99   1.43   .155   .030  -.014
   24   66 156.76   1.34   .154   .025  -.018
   24   67 167.48   1.22   .152   .019  -.021
   24   68 176.46   1.04   .152   .015  -.026
   25   16  41.06   -.57   .114   .005  -.010
   25   17  29.12   -.73   .133  -.010  -.012
   25   18  15.16  -1.05   .118  -.031  -.005
   25   19   5.46  -1.07   .064  -.018  -.002
   25   20  -6.49  -1.50   .018  0.000  -.005
   25   21 -13.77   -.98   .062   .018  -.003
   25   22 -23.30   -.92   .088   .005  -.013
   25   23 -29.58  -1.06   .104  -.006  -.012
   25   24 -37.81  -1.43   .126  -.011  -.009
   25   25 -42.46  -1.87   .119  -.032  -.008
   25   26 -47.84  -1.91   .087  -.027  -.001
   25   27 -50.27  -2.42   .038  -.015   .000
   25   28 -54.82  -3.37   .011  -.001   .000
   25   29 -55.12  -2.89   .035   .013   .000
   25   30 -57.18  -2.55   .058  -.001  -.006
   25   31 -56.33  -1.98   .074  0.000  -.002
   25   32 -57.14  -1.49   .011  -.001  -.001
   25   33 -55.43  -1.03   .100  -.009  -.004
   25   34 -55.40   -.71   .112  -.012  -.013
   25   35 -53.07   -.50   .118  -.023  -.007
   25   36 -52.19   -.25   .115  -.023  -.005
   25   37 -49.03   -.03   .113  -.024  -.005
   25   38 -47.39    .13   .114  -.024  -.006
   25   39 -43.62    .21   .119  -.026  -.006
   25   40 -41.38    .18   .120  -.029  -.002
   25   41 -37.12    .06   .140  -.020  -.008
   25   42 -34.38   -.20   .135  -.016  -.007
   25   43 -29.71   -.56   .131  -.019  -.007
   25   44 -26.60  -1.11   .124  -.029  -.010
   25   45 -21.34  -1.49   .113  -.032  -.008
   25   46 -17.22  -1.66   .090  -.027  -.006
   25   47 -11.43  -2.06   .075  -.035   .002
   25   48  -6.95  -2.45   .043  -.018  -.001
   25   49  -1.02  -3.25   .025  -.012   .001
   25   50   3.41  -4.23   .006  0.000   .000
   25   51  11.05  -3.79   .022   .011   .000
   25   52  17.30  -3.46   .038   .014  -.002
   25   53  25.20  -3.23   .051  0.000  -.011
   25   54  31.84  -2.98   .057  -.001  -.007
   25   55  40.33  -2.59   .049  -.009  -.001
   25   56  47.51  -2.26   .035  -.013   .000
   25   57  56.24  -2.02   .020  -.001  -.005
   25   58  63.80  -1.72   .006  0.000   .000
   25   59  74.28   -.12   .021   .023   .006
   25   60  82.77    .71   .041   .034   .007
   25   61  92.60   1.30   .068   .022  -.007
   25   62 100.94   1.61   .159   .032   .000
   25   63 110.51   1.62   .164   .028  -.003
   25   64 118.86   1.59   .169   .023  -.007
   25   65 128.73   1.57   .168   .018  -.013
   25   66 137.38   1.51   .164   .015  -.017
   25   67 147.46   1.40   .165   .007  -.019
   25   68 156.35   1.26   .161  0.000  -.024
   25   69 166.66   1.10   .158  -.004  -.023
   25   70 175.85    .96   .151  -.011  -.023
   25   71 186.39    .76   .145  -.021  -.020
   26   18  23.11  -1.47   .088  -.026  -.005
   26   19  12.61  -1.87   .064  -.017  -.002
   26   20   -.69  -2.36   .014  -.003   .000
   26   21  -8.30  -1.77   .051   .004  -.004
   26   22 -18.88  -1.49   .072  -.006  -.007
   26   23 -25.29  -1.40   .083  -.021  -.003
   26   24 -34.53  -1.54   .090  -.028  -.002
   26   25 -39.91  -1.95   .109  -.031  0.000
   26   26 -48.02  -2.55   .079  -.031  -.001
   26   27 -50.78  -3.05   .037  -.014  0.000
   26   28 -56.51  -4.02   .011  -.001   .000
   26   29 -57.05  -3.48   .035   .012   .000
   26   30 -60.21  -3.11   .059  -.001  -.008
   26   31 -59.63  -2.52   .062  -.012   .000
   26   32 -61.53  -2.03   .011  -.001  -.001
   26   33 -59.91  -1.38   .054   .004  -.003
   26   34 -60.84   -.96   .067  -.008  -.008
   26   35 -58.66   -.65   .072  -.010  -.008
   26   36 -58.87   -.46   .082  -.020  -.005
   26   37 -56.08   -.36   .078  -.026  -.004
   26   38 -55.39   -.16   .079  -.032   .002
   26   39 -51.80   -.04   .083  -.024  0.000
   26   40 -50.49   -.03   .008  0.000   .000
   26   41 -46.44   -.14   .080  -.020  -.001
   26   42 -44.62   -.39   .081  -.019  -.004
   26   43 -40.15   -.74   .074  -.012  -.008
   26   44 -37.86  -1.22   .083  -.018  -.006
   26   45 -33.02  -1.81   .085  -.025  -.003
   26   46 -30.30  -2.51   .084  -.028  -.004
   26   47 -24.82  -3.03   .072  -.035   .002
   26   48 -21.23  -3.47   .047  -.026   .005
   26   49 -15.51  -4.29   .024  -.012  0.000
   26   50 -11.95  -5.31   .006  0.000   .000
   26   51  -4.38  -4.79   .022   .010  -.002
   26   52   1.17  -4.35   .038   .014  -.002
   26   53   8.99  -4.04   .051   .008  -.007
   26   54  14.90  -3.76   .060  -.001  -.008
   26   55  23.25  -3.34   .057  -.016  -.003
   26   56  29.80  -2.88   .036  -.014   .000
   26   57  38.45  -2.58   .020  -.001  -.005
   26   58  45.21  -2.34   .006  0.000   .000
   26   59  55.55   -.74   .021   .022   .006
   26   60  63.44    .20   .039   .022  -.003
   26   61  73.23    .90   .052   .017  -.010
   26   62  81.10   1.43   .062   .009  -.014
   26   63  90.94   1.82   .166   .029   .000
   26   64  98.59   1.77   .171   .021  -.006
   26   65 108.32   1.73   .177   .014  -.012
   26   66 116.32   1.69   .177   .006  -.014
   26   67 126.34   1.63   .176  -.001  -.021
   26   68 134.63   1.53   .167  -.007  -.018
   26   69 144.87   1.41   .162  -.011  -.019
   26   70 153.42   1.27   .158  -.018  -.020
   26   71 163.91   1.11   .149  -.029  -.013
   26   72 172.71    .92   .143  -.033  -.012
   26   73 183.41    .72   .132  -.041  -.006
   27   18  34.60  -2.00   .045  -.021   .002
   27   19  22.51  -2.76   .043  -.019   .003
   27   20   8.66  -3.44   .019  0.000  -.005
   27   21   -.02  -2.71   .039  0.000  -.004
   27   22 -10.70  -2.19   .041  -.018   .002
   27   23 -18.14  -1.94   .040  -.017  0.000
   27   24 -27.64  -2.00   .039  -.016   .000
   27   25 -34.14  -2.37   .039  -.016   .000
   27   26 -42.60  -3.00   .038  -.015  0.000
   27   27 -47.82  -3.92   .038  -.014   .001
   27   28 -54.23  -4.84   .011  0.000   .000
   27   29 -55.83  -4.26   .033  0.000  -.003
   27   30 -59.14  -3.74   .040  0.000  -.006
   27   31 -59.74  -3.27   .036  -.011   .000
   27   32 -61.91  -2.76   .011  -.001  -.001
   27   33 -61.30  -2.08   .031   .001  -.002
   27   34 -62.40  -1.54   .040  0.000  -.006
   27   35 -61.10  -1.10   .046  -.018   .000
   27   36 -61.50   -.84   .046  -.019   .000
   27   37 -59.69   -.74   .045  -.019  0.000
   27   38 -59.51   -.79   .043  -.018  0.000
   27   39 -57.09   -.89   .035  -.013   .002
   27   40 -56.16  -1.01   .008  0.000   .000
   27   41 -52.90   -.99   .027   .001  -.003
   27   42 -51.22  -1.13   .039  -.003  -.006
   27   43 -47.51  -1.35   .040  -.016   .000
   27   44 -45.37  -1.74   .045  -.021   .002
   27   45 -41.29  -2.23   .044  -.020   .002
   27   46 -38.75  -2.88   .043  -.020   .001
   27   47 -34.39  -3.69   .042  -.019   .001
   27   48 -31.53  -4.64   .042  -.019   .001
   27   49 -26.69  -5.51   .024  -.011   .000
   27   50 -23.34  -6.55   .006  0.000   .000
   27   51 -16.50  -5.94   .022  0.000  -.004
   27   52 -11.00  -5.37   .034  0.000  -.004
   27   53  -3.76  -4.85   .036  -.002   .000
   27   54   2.15  -4.37   .038  -.015  0.000
   27   55   9.78  -3.92   .038  -.014   .001
   27   56  16.11  -3.50   .035  -.012   .000
   27   57  24.13  -3.09   .020  -.001  -.005
   27   58  30.94  -2.63   .006  0.000   .000
   27   59  40.40  -1.19   .020   .014   .000
   27   60  48.15   -.21   .035   .005  -.009
   27   61  57.29    .52   .043  -.001  -.012
   27   62  65.25   1.31   .049  -.012  -.004
   27   63  74.54   1.84   .049  -.019   .000
   27   64  82.25   2.00   .167   .021  -.002
   27   65  91.34   1.98   .173   .013  -.006
   27   66  99.15   1.90   .179   .001  -.013
   27   67 108.51   1.84   .179  -.006  -.018
   27   68 116.69   1.77   .179  -.018  -.017
   27   69 126.34   1.69   .169  -.018  -.019
   27   70 134.82   1.61   .164  -.026  -.017
   27   71 144.69   1.46   .156  -.034  -.013
   27   72 153.38   1.29   .142  -.031  -.012
   27   73 163.48   1.09   .133  -.039  -.004
   27   74 172.37    .83   .124  -.045  -.002
   27   75 182.71    .61   .112  -.047   .001
   27   76 191.58    .06   .092  -.035   .000
   28   19  31.10  -3.77   .011  0.000   .000
   28   20  15.83  -4.63   .011  -.001   .000
   28   21   6.95  -3.71   .011  0.000   .000
   28   22  -4.90  -3.12   .011  0.000   .000
   28   23 -12.67  -2.86   .011  0.000   .000
   28   24 -23.34  -2.89   .011  0.000   .000
   28   25 -30.14  -3.23   .011  0.000   .000
   28   26 -39.78  -3.87   .011  0.000   .000
   28   27 -45.68  -4.74   .011  0.000   .000
   28   28 -54.36  -5.91   .011  -.001   .000
   28   29 -56.11  -5.18   .011  0.000   .000
   28   30 -60.40  -4.53   .012  -.001   .000
   28   31 -61.33  -4.10   .011  0.000   .000
   28   32 -64.72  -3.74   .011  -.001  -.001
   28   33 -64.25  -2.93   .011  0.000   .000
   28   34 -66.29  -2.30   .012  -.001   .000
   28   35 -65.26  -1.88   .011  -.001  0.000
   28   36 -66.70  -1.64   .011  -.001  -.004
   28   37 -65.16  -1.58   .011  -.001  -.004
   28   38 -66.03  -1.70   .011  -.001  -.003
   28   39 -64.00  -1.95   .012  0.000  -.002
   28   40 -64.18  -2.23   .008  0.000   .000
   28   41 -61.03  -2.12   .014  0.000  -.004
   28   42 -60.14  -2.12   .014  0.000  -.003
   28   43 -56.60  -2.31   .014  0.000  -.003
   28   44 -55.33  -2.67   .014  0.000  -.004
   28   45 -51.49  -3.20   .014  0.000  -.004
   28   46 -49.84  -3.87   .014  0.000  -.004
   28   47 -45.70  -4.70   .014  0.000  -.004
   28   48 -43.70  -5.67   .014  0.000  -.004
   28   49 -39.28  -6.79   .013  -.001  -.003
   28   50 -36.90  -7.97   .006  0.000   .000
   28   51 -30.07  -7.21   .011  0.000  0.000
   28   52 -25.22  -6.48   .014  0.000  -.003
   28   53 -17.99  -5.82   .012  0.000  -.001
   28   54 -12.79  -5.27   .014  0.000  -.003
   28   55  -5.27  -4.78   .012  0.000  -.001
   28   56    .33  -4.33   .006  0.000   .000
   28   57   8.32  -3.81   .012  -.001   .000
   28   58  14.50  -3.24   .005  0.000   .000
   28   59  23.77  -1.85   .013   .002  -.005
   28   60  31.00   -.68   .013   .001  -.005
   28   61  40.15    .21   .013  -.001  -.003
   28   62  47.25    .83   .014  0.000  -.003
   28   63  56.39   1.34   .012  0.000  -.001
   28   64  63.67   1.75   .012  0.000  -.001
   28   65  72.98   2.08   .013  0.000  -.002
   28   66  80.23   2.09   .175   .003  -.011
   28   67  89.50   2.05   .177  -.006  -.016
   28   68  97.01   1.98   .173  -.012  -.018
   28   69 106.55   1.89   .167  -.016  -.019
   28   70 114.39   1.80   .159  -.023  -.014
   28   71 124.17   1.67   .151  -.029  -.012
   28   72 132.27   1.53   .139  -.028  -.012
   28   73 142.29   1.34   .129  -.035  -.006
   28   74 150.59   1.11   .122  -.041  -.004
   28   75 160.73    .78   .012  -.001  -.001
   28   76 168.76   -.02   .012  0.000  -.001
   28   77 178.62   -.89   .012  0.000  -.001
   28   78 186.78  -1.82   .012  0.000  -.001
   28   79 196.76  -2.81   .012  0.000  -.001
   29   19  43.71  -3.42   .036  0.000  -.004
   29   20  28.09  -4.29   .011  -.001   .000
   29   21  17.88  -3.54   .037   .014   .000
   29   22   5.70  -2.96   .037   .015   .000
   29   23  -3.18  -2.65   .037   .015  -.001
   29   24 -14.12  -2.64   .037   .015   .000
   29   25 -21.98  -2.91   .036   .014   .000
   29   26 -31.84  -3.46   .036   .013   .000
   29   27 -38.76  -4.25   .033  0.000  -.003
   29   28 -47.52  -5.21   .011  -.001   .000
   29   29 -51.21  -4.50   .034   .011  -.001
   29   30 -56.15  -3.82   .034   .011  -.002
   29   31 -57.97  -3.23   .031  0.000  -.001
   29   32 -61.50  -2.73   .011  -.001  -.001
   29   33 -62.20  -2.07   .037   .015   .002
   29   34 -64.55  -1.48   .041   .012  -.001
   29   35 -64.49  -1.04   .041   .012  -.001
   29   36 -66.18   -.80   .041   .012  -.001
   29   37 -65.59   -.72   .039   .014  -.001
   29   38 -66.66   -.78   .033  0.000  -.003
   29   39 -65.46   -.93   .026  0.000  -.002
   29   40 -65.80  -1.14   .008  0.000   .000
   29   41 -63.70  -1.15   .034   .013  0.000
   29   42 -63.17  -1.29   .038   .020   .000
   29   43 -60.51  -1.46   .038   .020   .000
   29   44 -59.45  -1.81   .038   .020  -.001
